"group_code","group_name","isscaap","year","catch_mt"
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2018,7042.78282717016
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2019,7223.42429633111
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2020,7402.27570318757
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2021,7579.79744669237
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2022,7750.97630300074
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2023,7919.9679266231
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2024,8085.9582218512
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2025,8248.93912379393
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2026,8409.4584798275
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2027,8567.387292236
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2028,8722.6457626101
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2029,8875.17553257872
"AFL","LDC Subsaharan Africa","Lobsters, spiny-rock lobsters",2030,9024.88966872419
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2013,221259.079175435
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2014,215373.597572497
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2015,211034.761415332
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2016,207805.688065258
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2017,205403.54947445
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2018,203623.917395113
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2019,202303.14796824
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2020,202049.949027997
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2021,201574.575274523
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2022,201100.366991302
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2023,200757.546214042
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2024,200555.085197056
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2025,200407.733334897
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2026,200381.467790833
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2027,200351.761079065
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2028,200400.285265181
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2029,200514.343827995
"AFL","LDC Subsaharan Africa","Miscellaneous coastal fishes",2030,200674.058751693
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2013,25169.7380781885
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2014,23901.0699776857
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2015,22859.2973834642
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2016,21993.8838911746
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2017,21267.8982137372
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2018,20653.5746096744
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2019,20129.8568836201
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2020,19680.4746888756
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2021,19292.6745515166
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2022,18956.3384993827
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2023,18663.3214294879
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2024,18407.0283616154
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2025,18182.053231241
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2026,17983.9308100498
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2027,17808.9433510058
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2028,17653.9753900036
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2029,17516.3959425121
"AFL","LDC Subsaharan Africa","Miscellaneous demersal fishes",2030,17393.973883353
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2013,166437.783179643
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2014,264240.005190896
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2015,385667.909472098
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2016,508485.062641979
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2017,608579.114877633
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2018,676208.872301894
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2019,715937.252991725
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2020,737296.016768062
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2021,748178.662119318
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2022,753899.773860782
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2023,757261.750371248
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2024,759313.828362946
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2025,760766.66363235
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2026,761953.475405632
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2027,763060.036229962
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2028,764078.96947181
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2029,765023.880795859
"AFL","LDC Subsaharan Africa","Miscellaneous pelagic fishes",2030,765885.810789489
"AFL","LDC Subsaharan Africa","Oysters",2013,305.23736069244
"AFL","LDC Subsaharan Africa","Oysters",2014,308.788594943491
"AFL","LDC Subsaharan Africa","Oysters",2015,312.260500292545
"AFL","LDC Subsaharan Africa","Oysters",2016,315.651388890624
"AFL","LDC Subsaharan Africa","Oysters",2017,318.961260737729
"AFL","LDC Subsaharan Africa","Oysters",2018,322.19011583386
"AFL","LDC Subsaharan Africa","Oysters",2019,325.339642027995
"AFL","LDC Subsaharan Africa","Oysters",2020,328.411527169112
"AFL","LDC Subsaharan Africa","Oysters",2021,331.404083408234
"AFL","LDC Subsaharan Africa","Oysters",2022,334.320686443317
"AFL","LDC Subsaharan Africa","Oysters",2023,337.159648425382
"AFL","LDC Subsaharan Africa","Oysters",2024,339.924345052388
"AFL","LDC Subsaharan Africa","Oysters",2025,342.614776324334
"AFL","LDC Subsaharan Africa","Oysters",2026,345.230942241219
"AFL","LDC Subsaharan Africa","Oysters",2027,347.776218501002
"AFL","LDC Subsaharan Africa","Oysters",2028,350.250605103683
"AFL","LDC Subsaharan Africa","Oysters",2029,352.655789898239
"AFL","LDC Subsaharan Africa","Oysters",2030,354.991772884671
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2013,5178.95252293672
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2014,4966.50789398354
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2015,4779.59143847204
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2016,4614.38618671068
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2017,4467.76802654692
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2018,4337.16813237577
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2019,4220.44039672977
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2020,4115.79389542859
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2021,4021.71784885645
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2022,3936.92909485623
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2023,3860.33456936815
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2024,3790.99628835924
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2025,3728.10383362499
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2026,3670.95684375411
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2027,3618.94750509322
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2028,3571.54054142085
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2029,3528.27071265662
"AFL","LDC Subsaharan Africa","Sea-urchins and other echinoderms",2030,3488.72780711678
"AFL","LDC Subsaharan Africa","Shads",2013,33631.8428751704
"AFL","LDC Subsaharan Africa","Shads",2014,30860.4211420956
"AFL","LDC Subsaharan Africa","Shads",2015,28670.8233681175
"AFL","LDC Subsaharan Africa","Shads",2016,26910.2269998377
"AFL","LDC Subsaharan Africa","Shads",2017,25474.370399459
"AFL","LDC Subsaharan Africa","Shads",2018,24289.6337069813
"AFL","LDC Subsaharan Africa","Shads",2019,23302.5448078836
"AFL","LDC Subsaharan Africa","Shads",2020,22473.3751241553
"AFL","LDC Subsaharan Africa","Shads",2021,21771.9704080652
"AFL","LDC Subsaharan Africa","Shads",2022,21175.1022240934
"AFL","LDC Subsaharan Africa","Shads",2023,20664.5719669199
"AFL","LDC Subsaharan Africa","Shads",2024,20225.9380910624
"AFL","LDC Subsaharan Africa","Shads",2025,19847.617919271
"AFL","LDC Subsaharan Africa","Shads",2026,19520.2182258713
"AFL","LDC Subsaharan Africa","Shads",2027,19236.0561499195
"AFL","LDC Subsaharan Africa","Shads",2028,18988.7812783605
"AFL","LDC Subsaharan Africa","Shads",2029,18773.1178653672
"AFL","LDC Subsaharan Africa","Shads",2030,18584.6521779718
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2013,8069.82110742434
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2014,8052.70580975775
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2015,8036.52769903994
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2016,8021.22157397422
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2017,8006.73171033391
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2018,7993.01849465783
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2019,7980.0245200727
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2020,7967.72013625911
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2021,7956.05696891399
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2022,7944.99678160332
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2023,7934.50544930227
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2024,7924.55795734265
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2025,7915.11601164509
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2026,7906.14538787665
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2027,7897.6446246829
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2028,7889.55868345079
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2029,7881.88047590301
"AFL","LDC Subsaharan Africa","Sharks, rays, chimaeras",2030,7874.58839619603
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2013,34388.8790920524
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2014,35402.6418478387
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2015,36405.766356944
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2016,37429.6666172143
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2017,38450.0702076069
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2018,39464.9875396128
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2019,40454.6193245042
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2020,41439.6218188804
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2021,42430.4672365606
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2022,43409.2578722108
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2023,44369.3094647247
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2024,45309.602850835
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2025,46198.4915264678
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2026,47069.5997874306
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2027,47948.6474089424
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2028,48831.0076276115
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2029,49703.1518476041
"AFL","LDC Subsaharan Africa","Shrimps, prawns",2030,50558.3741512733
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2013,156657.799103168
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2014,153632.172098442
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2015,150834.754771961
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2016,148241.946480114
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2017,145833.551668528
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2018,142982.148996942
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2019,140244.470721273
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2020,137673.708419005
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2021,135294.46878398
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2022,132936.269404645
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2023,130678.458849017
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2024,128863.67617051
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2025,127229.498900875
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2026,125721.39856926
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2027,124324.670196028
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2028,122876.961337952
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2029,121458.179655647
"AFL","LDC Subsaharan Africa","Squids, cuttlefishes, octopuses",2030,120180.402775645
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2013,72753.0323803609
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2014,70025.1580361282
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2015,67687.5477413412
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2016,65691.2291869926
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2017,63999.0972371991
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2018,62595.7713326084
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2019,61400.6315537427
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2020,60447.8639495951
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2021,59544.4133286442
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2022,58711.3385898097
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2023,57988.2574335149
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2024,57334.5348723613
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2025,56809.7198808388
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2026,56313.0486095767
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2027,55904.9255096191
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2028,55504.7564019198
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2029,55149.3122345142
"AFL","LDC Subsaharan Africa","Tunas, bonitos, billfishes",2030,54831.7589507702
"AFN","Other North Africa","Cods, hakes, haddocks",2013,10366.8141875795
"AFN","Other North Africa","Cods, hakes, haddocks",2014,10519.9817276209
"AFN","Other North Africa","Cods, hakes, haddocks",2015,10672.5732628316
"AFN","Other North Africa","Cods, hakes, haddocks",2016,10824.0343293895
"AFN","Other North Africa","Cods, hakes, haddocks",2017,10973.943450878
"AFN","Other North Africa","Cods, hakes, haddocks",2018,11121.9669354039
"AFN","Other North Africa","Cods, hakes, haddocks",2019,11267.8290502959
"AFN","Other North Africa","Cods, hakes, haddocks",2020,11411.3334953303
"AFN","Other North Africa","Cods, hakes, haddocks",2021,11552.2982526453
"AFN","Other North Africa","Cods, hakes, haddocks",2022,11690.6041514404
"AFN","Other North Africa","Cods, hakes, haddocks",2023,11826.1295548658
"AFN","Other North Africa","Cods, hakes, haddocks",2024,11958.8101961749
"AFN","Other North Africa","Cods, hakes, haddocks",2025,12088.5744454284
"AFN","Other North Africa","Cods, hakes, haddocks",2026,12215.3739971921
"AFN","Other North Africa","Cods, hakes, haddocks",2027,12339.1965391498
"AFN","Other North Africa","Cods, hakes, haddocks",2028,12460.0021396765
"AFN","Other North Africa","Cods, hakes, haddocks",2029,12577.8028658374
"AFN","Other North Africa","Cods, hakes, haddocks",2030,12692.5928098724
"AFN","Other North Africa","Crabs, sea-spiders",2013,1065.46145398146
"AFN","Other North Africa","Crabs, sea-spiders",2014,1072.4234763427
"AFN","Other North Africa","Crabs, sea-spiders",2015,1097.05503085448
"AFN","Other North Africa","Crabs, sea-spiders",2016,1105.67443769969
"AFN","Other North Africa","Crabs, sea-spiders",2017,1114.02181183325
"AFN","Other North Africa","Crabs, sea-spiders",2018,1122.10219089796
"AFN","Other North Africa","Crabs, sea-spiders",2019,1129.92061253663
"AFN","Other North Africa","Crabs, sea-spiders",2020,1137.48715203488
"AFN","Other North Africa","Crabs, sea-spiders",2021,1163.17409271503
"AFN","Other North Africa","Crabs, sea-spiders",2022,1151.87465989574
"AFN","Other North Africa","Crabs, sea-spiders",2023,1158.71074118677
"AFN","Other North Africa","Crabs, sea-spiders",2024,1165.31509090861
"AFN","Other North Africa","Crabs, sea-spiders",2025,1171.69526552548
"AFN","Other North Africa","Crabs, sea-spiders",2026,1177.85630268018
"AFN","Other North Africa","Crabs, sea-spiders",2027,1183.80324001552
"AFN","Other North Africa","Crabs, sea-spiders",2028,1189.54363399572
"AFN","Other North Africa","Crabs, sea-spiders",2029,1195.08504108499
"AFN","Other North Africa","Crabs, sea-spiders",2030,1213.96108868815
"AFN","Other North Africa","Flounders, halibuts, soles",2013,5358.80746907299
"AFN","Other North Africa","Flounders, halibuts, soles",2014,5529.84069500425
"AFN","Other North Africa","Flounders, halibuts, soles",2015,5659.47406799761
"AFN","Other North Africa","Flounders, halibuts, soles",2016,5828.31073459276
"AFN","Other North Africa","Flounders, halibuts, soles",2017,5921.42277336322
"AFN","Other North Africa","Flounders, halibuts, soles",2018,6072.34353179984
"AFN","Other North Africa","Flounders, halibuts, soles",2019,6271.36650535348
"AFN","Other North Africa","Flounders, halibuts, soles",2020,6376.16789736364
"AFN","Other North Africa","Flounders, halibuts, soles",2021,6497.99022873327
"AFN","Other North Africa","Flounders, halibuts, soles",2022,6573.9331793195
"AFN","Other North Africa","Flounders, halibuts, soles",2023,6798.58472300699
"AFN","Other North Africa","Flounders, halibuts, soles",2024,6958.76710060948
"AFN","Other North Africa","Flounders, halibuts, soles",2025,7157.45723482311
"AFN","Other North Africa","Flounders, halibuts, soles",2026,7332.92622899574
"AFN","Other North Africa","Flounders, halibuts, soles",2027,7452.31145106905
"AFN","Other North Africa","Flounders, halibuts, soles",2028,7574.28484115404
"AFN","Other North Africa","Flounders, halibuts, soles",2029,7673.55668951304
"AFN","Other North Africa","Flounders, halibuts, soles",2030,7781.3520822547
"AFN","Other North Africa","Herrings, sardines, anchovies",2013,1273287.43545693
"AFN","Other North Africa","Herrings, sardines, anchovies",2014,1181220.65913695
